Region,MetropolitanStatus,Age,EducationCategory,EducationCode,Race,WeeklyEarnings
Midwest,Metropolitan,49,HighSchoolDiploma,39,White,961
Midwest,Metropolitan,51,SomeCollegeButNoDegree,40,White,570
Midwest,Metropolitan,28,NinthGrade,35,White,300
West,Not Metropolitan,49,HighSchoolDiploma,39,White,920
Northeast,Not Metropolitan,60,SomeCollegeButNoDegree,40,White,480
Midwest,Metropolitan,41,HighSchoolDiploma,39,Black,1170
Northeast,Metropolitan,40,DoctorateDegree,46,White,2884.61
Midwest,Metropolitan,52,AssocDegOccupVocat,41,White,2307.69
West,Metropolitan,28,MastersDegree,44,White,1250
Northeast,Not Metropolitan,33,HighSchoolDiploma,39,White,648
Midwest,Metropolitan,23,BachelorsDegree,43,White,800
South,Metropolitan,30,BachelorsDegree,43,White,1900
West,Metropolitan,43,SomeCollegeButNoDegree,40,White,550
South,Metropolitan,55,AssocDegOccupVocat,41,White,673
South,Metropolitan,40,FifthorSixthGrade,33,White,740
South,Metropolitan,51,BachelorsDegree,43,White,1307.69
South,Metropolitan,60,BachelorsDegree,43,White,1923.07
South,Not Metropolitan,59,SomeCollegeButNoDegree,40,White,1080
Midwest,Not Metropolitan,47,HighSchoolDiploma,39,White,1538.46
South,Metropolitan,59,HighSchoolDiploma,39,Black,800
Northeast,Not Metropolitan,27,HighSchoolDiploma,39,White,732.5
Midwest,Metropolitan,53,HighSchoolDiploma,39,White,961.53
Midwest,Metropolitan,52,AssocDegOccupVocat,41,White,788.46
South,Metropolitan,28,HighSchoolDiploma,39,White,384.61
Northeast,Metropolitan,63,HighSchoolDiploma,39,White,2884.61
Northeast,Metropolitan,42,AssocDegAcadem,42,White,1300
West,Not Metropolitan,37,HighSchoolDiploma,39,White,494
South,Not Metropolitan,29,AssocDegAcadem,42,White,480
Midwest,Metropolitan,54,MastersDegree,44,White,1326
Midwest,Metropolitan,55,BachelorsDegree,43,White,657.5
West,Metropolitan,47,AssocDegAcadem,42,Black,560
West,Metropolitan,60,SomeCollegeButNoDegree,40,White,417.88
South,Metropolitan,35,HighSchoolDiploma,39,White,192.3
Northeast,Metropolitan,22,SomeCollegeButNoDegree,40,White,400
Midwest,Metropolitan,39,FifthorSixthGrade,33,White,518
West,Metropolitan,35,SeventhOrEighthGrade,34,White,320
West,Metropolitan,41,MastersDegree,44,White,807
South,Metropolitan,23,SomeCollegeButNoDegree,40,White,687.5
West,Metropolitan,59,FirstSecondThirdOrFourthGrade,32,White,320
West,Metropolitan,52,HighSchoolDiploma,39,White,768
South,Not Metropolitan,41,HighSchoolDiploma,39,White,750
South,Metropolitan,29,SomeCollegeButNoDegree,40,White,550
South,Not Metropolitan,44,SomeCollegeButNoDegree,40,White,576.92
South,Metropolitan,55,HighSchoolDiploma,39,White,550
South,Metropolitan,55,SomeCollegeButNoDegree,40,White,961
West,Metropolitan,37,BachelorsDegree,43,White,1846.15
West,Metropolitan,26,HighSchoolDiploma,39,White,555.2
South,Metropolitan,56,AssocDegOccupVocat,41,White,1210
South,Not Metropolitan,50,HighSchoolDiploma,39,White,1012.5
South,Metropolitan,24,SomeCollegeButNoDegree,40,Black,810
West,Metropolitan,21,HighSchoolDiploma,39,White,294
South,Metropolitan,21,HighSchoolDiploma,39,Black,642
South,Metropolitan,56,MastersDegree,44,White,1073.6
South,Metropolitan,44,SomeCollegeButNoDegree,40,White,1346.15
Northeast,Metropolitan,56,BachelorsDegree,43,White,1846.15
Northeast,Metropolitan,54,BachelorsDegree,43,White,2115
Northeast,Metropolitan,63,BachelorsDegree,43,White,961.53
Midwest,Not Metropolitan,28,BachelorsDegree,43,White,653.84
Midwest,Not Metropolitan,55,BachelorsDegree,43,White,1442
Northeast,Metropolitan,51,HighSchoolDiploma,39,Black,1153
South,Metropolitan,56,BachelorsDegree,43,Black,1867.04
South,Metropolitan,38,AssocDegAcadem,42,White,1442
Northeast,Not Metropolitan,52,HighSchoolDiploma,39,White,292
Northeast,Metropolitan,36,BachelorsDegree,43,White,2365.38
South,Metropolitan,35,HighSchoolDiploma,39,White,808
Northeast,Metropolitan,40,BachelorsDegree,43,Black,1096
South,Metropolitan,24,HighSchoolDiploma,39,White,450
South,Metropolitan,61,SomeCollegeButNoDegree,40,White,461.53
South,Metropolitan,43,HighSchoolDiploma,39,Black,673.07
West,Metropolitan,57,SomeCollegeButNoDegree,40,White,1326.92
South,Metropolitan,41,HighSchoolDiploma,39,White,511.62
South,Metropolitan,21,TwelthButNoDiploma,38,White,260
Midwest,Metropolitan,43,MastersDegree,44,White,1625
South,Metropolitan,30,SomeCollegeButNoDegree,40,White,846.15
South,Not Metropolitan,35,HighSchoolDiploma,39,White,708
Northeast,Metropolitan,42,SomeCollegeButNoDegree,40,White,1230.76
West,Metropolitan,49,FifthorSixthGrade,33,White,320
South,Metropolitan,40,MastersDegree,44,White,300
South,Not Metropolitan,54,HighSchoolDiploma,39,Black,700
Northeast,Metropolitan,60,SomeCollegeButNoDegree,40,White,949.2
Northeast,Metropolitan,50,SomeCollegeButNoDegree,40,White,1214
Northeast,Metropolitan,60,AssocDegAcadem,42,White,1230
West,Metropolitan,30,HighSchoolDiploma,39,White,1
Northeast,Metropolitan,25,SomeCollegeButNoDegree,40,White,560
Northeast,Metropolitan,32,MastersDegree,44,White,1904.76
Northeast,Metropolitan,33,HighSchoolDiploma,39,Black,360
South,Not Metropolitan,52,HighSchoolDiploma,39,White,746
West,Not Metropolitan,32,HighSchoolDiploma,39,White,513.6
West,Metropolitan,26,NinthGrade,35,White,1057.69
Northeast,Metropolitan,47,SomeCollegeButNoDegree,40,White,1500
South,Metropolitan,56,NinthGrade,35,White,600
Midwest,Metropolitan,29,HighSchoolDiploma,39,White,384
South,Not Metropolitan,35,BachelorsDegree,43,Black,625
West,Metropolitan,29,HighSchoolDiploma,39,White,480
Northeast,Metropolitan,43,HighSchoolDiploma,39,White,1346
South,Metropolitan,36,HighSchoolDiploma,39,White,750
Midwest,Metropolitan,55,HighSchoolDiploma,39,White,625
South,Not Metropolitan,42,HighSchoolDiploma,39,White,346
South,Metropolitan,46,BachelorsDegree,43,White,769.23
Northeast,Metropolitan,40,HighSchoolDiploma,39,White,1526
Midwest,Not Metropolitan,55,BachelorsDegree,43,White,1461
Northeast,Metropolitan,19,HighSchoolDiploma,39,White,320
South,Metropolitan,47,BachelorsDegree,43,White,1200
West,Metropolitan,50,BachelorsDegree,43,White,1900
West,Metropolitan,50,BachelorsDegree,43,White,2.98
South,Metropolitan,63,HighSchoolDiploma,39,White,960
West,Metropolitan,37,HighSchoolDiploma,39,White,1040
South,Metropolitan,42,BachelorsDegree,43,White,1384.61
South,Metropolitan,27,HighSchoolDiploma,39,White,615.38
Midwest,Not Metropolitan,45,MastersDegree,44,White,1346.15
South,Metropolitan,38,HighSchoolDiploma,39,White,1589.36
West,Metropolitan,52,BachelorsDegree,43,White,1519.23
West,Metropolitan,38,HighSchoolDiploma,39,White,345
South,Metropolitan,44,HighSchoolDiploma,39,White,826.92
West,Metropolitan,39,HighSchoolDiploma,39,White,320
South,Metropolitan,23,EleventhGrade,37,Black,250
Northeast,Metropolitan,47,BachelorsDegree,43,White,800
South,Metropolitan,54,BachelorsDegree,43,White,550
South,Metropolitan,58,HighSchoolDiploma,39,White,384.61
South,Metropolitan,54,SomeCollegeButNoDegree,40,White,1400
South,Metropolitan,41,SomeCollegeButNoDegree,40,White,1160
West,Metropolitan,34,AssocDegAcadem,42,White,1600
Midwest,Metropolitan,25,BachelorsDegree,43,White,1000
West,Metropolitan,52,EleventhGrade,37,White,288.46
Northeast,Metropolitan,26,BachelorsDegree,43,Black,400
Northeast,Metropolitan,26,HighSchoolDiploma,39,White,1000
South,Not Metropolitan,30,HighSchoolDiploma,39,White,420
Midwest,Metropolitan,42,SeventhOrEighthGrade,34,White,370
Northeast,Metropolitan,48,BachelorsDegree,43,White,2884.61
West,Not Metropolitan,46,BachelorsDegree,43,White,400
Northeast,Metropolitan,33,HighSchoolDiploma,39,White,1634.61
Northeast,Metropolitan,49,HighSchoolDiploma,39,White,1153
South,Not Metropolitan,26,HighSchoolDiploma,39,White,345
West,Metropolitan,29,HighSchoolDiploma,39,White,500
Midwest,Metropolitan,56,HighSchoolDiploma,39,White,518
Midwest,Not Metropolitan,60,HighSchoolDiploma,39,White,530.8
Midwest,Metropolitan,25,HighSchoolDiploma,39,Black,712
Northeast,Metropolitan,35,HighSchoolDiploma,39,White,849.34
South,Metropolitan,20,BachelorsDegree,43,White,615
Northeast,Not Metropolitan,50,HighSchoolDiploma,39,White,1134
Northeast,Metropolitan,28,HighSchoolDiploma,39,White,807.5
Northeast,Metropolitan,61,BachelorsDegree,43,White,1730.76
Midwest,Metropolitan,41,MastersDegree,44,White,2788.46
Northeast,Metropolitan,51,SomeCollegeButNoDegree,40,White,1346.15
South,Not Metropolitan,43,HighSchoolDiploma,39,Black,461.7
West,Metropolitan,56,MastersDegree,44,White,1153.84
West,Not Metropolitan,41,AssocDegAcadem,42,White,638.53
South,Metropolitan,40,HighSchoolDiploma,39,White,2096.15
Northeast,Metropolitan,60,BachelorsDegree,43,White,2884.61
West,Not Metropolitan,26,EleventhGrade,37,White,392
Northeast,Metropolitan,43,BachelorsDegree,43,White,1788.46
South,Metropolitan,53,HighSchoolDiploma,39,White,1250
South,Not Metropolitan,50,SomeCollegeButNoDegree,40,White,1384.61
Midwest,Metropolitan,56,HighSchoolDiploma,39,White,600
Northeast,Not Metropolitan,54,HighSchoolDiploma,39,White,500
Midwest,Metropolitan,51,MastersDegree,44,White,1153.84
South,Not Metropolitan,62,HighSchoolDiploma,39,White,1019
Midwest,Metropolitan,60,ProfSchoolDegree,45,White,961
South,Metropolitan,55,SomeCollegeButNoDegree,40,White,750
Northeast,Metropolitan,55,BachelorsDegree,43,White,2115.38
Northeast,Not Metropolitan,50,BachelorsDegree,43,White,2884.61
South,Metropolitan,50,SomeCollegeButNoDegree,40,Black,998
South,Not Metropolitan,49,SomeCollegeButNoDegree,40,White,923.07
Midwest,Metropolitan,49,BachelorsDegree,43,Black,840
South,Metropolitan,36,BachelorsDegree,43,White,1615.38
Northeast,Not Metropolitan,50,BachelorsDegree,43,White,760
Midwest,Not Metropolitan,39,BachelorsDegree,43,White,961.53
West,Metropolitan,85,BachelorsDegree,43,White,1115
Midwest,Metropolitan,47,HighSchoolDiploma,39,White,1384.61
Midwest,Metropolitan,50,HighSchoolDiploma,39,White,720
South,Metropolitan,61,BachelorsDegree,43,Black,961.53
Northeast,Metropolitan,23,HighSchoolDiploma,39,White,202
Northeast,Not Metropolitan,50,HighSchoolDiploma,39,White,384
West,Metropolitan,36,HighSchoolDiploma,39,White,850
Northeast,Not Metropolitan,51,HighSchoolDiploma,39,White,650
Northeast,Metropolitan,41,HighSchoolDiploma,39,Black,1080
Midwest,Metropolitan,38,TenthGrade,36,Black,1113.12
West,Metropolitan,31,HighSchoolDiploma,39,White,615
Midwest,Not Metropolitan,27,SomeCollegeButNoDegree,40,White,730.76
Midwest,Not Metropolitan,59,SomeCollegeButNoDegree,40,White,400
Midwest,Not Metropolitan,19,HighSchoolDiploma,39,White,384
South,Metropolitan,23,TwelthButNoDiploma,38,White,673.07
South,Metropolitan,21,HighSchoolDiploma,39,Black,704
South,Metropolitan,39,BachelorsDegree,43,White,1738.15
Northeast,Metropolitan,54,HighSchoolDiploma,39,White,807
Midwest,Metropolitan,55,HighSchoolDiploma,39,White,673.07
Midwest,Metropolitan,32,AssocDegOccupVocat,41,White,769
Northeast,Metropolitan,43,AssocDegOccupVocat,41,White,600
South,Metropolitan,41,HighSchoolDiploma,39,White,520
South,Metropolitan,61,SomeCollegeButNoDegree,40,White,1080
Northeast,Metropolitan,22,HighSchoolDiploma,39,White,360
Northeast,Metropolitan,47,NinthGrade,35,White,720
Midwest,Metropolitan,57,MastersDegree,44,White,576.92
South,Metropolitan,37,HighSchoolDiploma,39,White,711.53
West,Metropolitan,56,EleventhGrade,37,White,2884.61
South,Metropolitan,30,HighSchoolDiploma,39,Black,1346
Midwest,Not Metropolitan,27,SomeCollegeButNoDegree,40,White,600
South,Metropolitan,38,SomeCollegeButNoDegree,40,White,2884.61
Northeast,Metropolitan,56,HighSchoolDiploma,39,White,300
West,Metropolitan,41,AssocDegOccupVocat,41,White,840
South,Metropolitan,38,BachelorsDegree,43,White,2500
West,Metropolitan,34,ProfSchoolDegree,45,White,2884.61
Midwest,Metropolitan,50,BachelorsDegree,43,Black,1216
Midwest,Metropolitan,49,BachelorsDegree,43,White,1000
Midwest,Metropolitan,48,BachelorsDegree,43,White,2884.61
Midwest,Not Metropolitan,66,TenthGrade,36,White,442.75
South,Metropolitan,52,AssocDegOccupVocat,41,Black,1019.23
South,Metropolitan,47,HighSchoolDiploma,39,White,653.84
West,Metropolitan,42,SomeCollegeButNoDegree,40,White,750
Northeast,Metropolitan,64,HighSchoolDiploma,39,White,600
Northeast,Metropolitan,39,BachelorsDegree,43,White,1586.53
South,Metropolitan,43,HighSchoolDiploma,39,Black,461
Midwest,Not Metropolitan,58,HighSchoolDiploma,39,White,1368
Northeast,Not Metropolitan,49,BachelorsDegree,43,White,961
Northeast,Metropolitan,47,SomeCollegeButNoDegree,40,White,1250
South,Metropolitan,51,BachelorsDegree,43,White,440
South,Metropolitan,49,HighSchoolDiploma,39,White,380
South,Metropolitan,25,AssocDegAcadem,42,Black,530
Midwest,Not Metropolitan,47,AssocDegAcadem,42,White,480
Midwest,Metropolitan,49,BachelorsDegree,43,White,2307.69
Northeast,Metropolitan,26,HighSchoolDiploma,39,White,440
South,Metropolitan,29,HighSchoolDiploma,39,White,442.3
Midwest,Not Metropolitan,22,SomeCollegeButNoDegree,40,White,325
West,Metropolitan,44,DoctorateDegree,46,White,1730.76
Midwest,Metropolitan,24,HighSchoolDiploma,39,White,323.2
West,Metropolitan,34,SomeCollegeButNoDegree,40,White,1346.15
Midwest,Metropolitan,66,DoctorateDegree,46,White,1538.46
West,Metropolitan,43,NinthGrade,35,White,1038.46
Midwest,Metropolitan,27,BachelorsDegree,43,White,807.69
Midwest,Not Metropolitan,45,BachelorsDegree,43,White,769.23
Northeast,Metropolitan,29,BachelorsDegree,43,White,615.38
South,Metropolitan,53,HighSchoolDiploma,39,White,769.23
Northeast,Metropolitan,27,SeventhOrEighthGrade,34,White,320
Midwest,Metropolitan,26,BachelorsDegree,43,White,605.76
South,Metropolitan,40,BachelorsDegree,43,White,1057
South,Metropolitan,42,HighSchoolDiploma,39,Black,865
Midwest,Metropolitan,45,SomeCollegeButNoDegree,40,White,807.69
South,Metropolitan,20,HighSchoolDiploma,39,White,360
South,Metropolitan,52,HighSchoolDiploma,39,White,540
South,Metropolitan,51,HighSchoolDiploma,39,White,1057.69
Midwest,Not Metropolitan,51,SomeCollegeButNoDegree,40,White,700.5
Northeast,Metropolitan,51,ProfSchoolDegree,45,White,1923.07
West,Not Identified,47,HighSchoolDiploma,39,White,2519.23
Midwest,Metropolitan,52,DoctorateDegree,46,White,1538.46
West,Metropolitan,28,SomeCollegeButNoDegree,40,White,680
South,Metropolitan,38,HighSchoolDiploma,39,White,1000
West,Metropolitan,38,BachelorsDegree,43,White,2115.38
Northeast,Metropolitan,42,MastersDegree,44,White,1850
West,Metropolitan,41,BachelorsDegree,43,White,1846.15
South,Metropolitan,27,HighSchoolDiploma,39,White,769.23
South,Metropolitan,59,BachelorsDegree,43,White,2115.38
West,Metropolitan,40,MastersDegree,44,White,2307
Northeast,Metropolitan,48,BachelorsDegree,43,White,1250
South,Metropolitan,39,SomeCollegeButNoDegree,40,White,923.07
West,Metropolitan,50,BachelorsDegree,43,White,769.23
Northeast,Metropolitan,46,BachelorsDegree,43,White,2884.61
West,Not Metropolitan,46,HighSchoolDiploma,39,White,380
South,Not Metropolitan,22,SomeCollegeButNoDegree,40,White,932.8
Midwest,Not Metropolitan,36,HighSchoolDiploma,39,White,461.53
West,Not Metropolitan,34,BachelorsDegree,43,White,1235.29
South,Metropolitan,66,MastersDegree,44,White,1923.07
Northeast,Metropolitan,23,SomeCollegeButNoDegree,40,White,500
South,Not Metropolitan,57,BachelorsDegree,43,White,1538.46
Northeast,Metropolitan,46,HighSchoolDiploma,39,White,1538.46
Midwest,Metropolitan,42,BachelorsDegree,43,White,2884.61
Midwest,Metropolitan,51,HighSchoolDiploma,39,White,839
Northeast,Metropolitan,24,EleventhGrade,37,Black,230
West,Not Metropolitan,40,AssocDegAcadem,42,White,956
South,Metropolitan,41,BachelorsDegree,43,White,1900
Northeast,Metropolitan,41,DoctorateDegree,46,White,1903.84
South,Metropolitan,51,SomeCollegeButNoDegree,40,Black,644.23
South,Metropolitan,58,HighSchoolDiploma,39,White,846
West,Metropolitan,30,BachelorsDegree,43,White,1240
South,Metropolitan,47,MastersDegree,44,White,1153.84
South,Metropolitan,16,HighSchoolDiploma,39,White,350
South,Not Metropolitan,59,HighSchoolDiploma,39,White,1700
South,Metropolitan,22,BachelorsDegree,43,White,663.46
Midwest,Metropolitan,49,SomeCollegeButNoDegree,40,White,1440
Midwest,Not Metropolitan,47,EleventhGrade,37,White,520
Northeast,Metropolitan,54,HighSchoolDiploma,39,White,1495
West,Metropolitan,25,AssocDegAcadem,42,White,704.72
South,Not Metropolitan,72,SeventhOrEighthGrade,34,White,1006.8
Northeast,Metropolitan,45,BachelorsDegree,43,White,2884.61
Midwest,Metropolitan,61,AssocDegAcadem,42,White,606.32
Midwest,Metropolitan,26,AssocDegOccupVocat,41,White,290
Midwest,Metropolitan,49,SomeCollegeButNoDegree,40,White,760
South,Metropolitan,41,AssocDegOccupVocat,41,White,673.07
South,Not Metropolitan,34,HighSchoolDiploma,39,Black,500
Northeast,Metropolitan,61,ProfSchoolDegree,45,White,2884.61
West,Metropolitan,55,MastersDegree,44,White,1269.23
Midwest,Metropolitan,33,HighSchoolDiploma,39,White,920
Midwest,Metropolitan,62,MastersDegree,44,White,1656
Midwest,Metropolitan,48,HighSchoolDiploma,39,White,1153.84
South,Metropolitan,44,EleventhGrade,37,White,898
West,Metropolitan,43,MastersDegree,44,White,1750
West,Metropolitan,38,NinthGrade,35,White,750
South,Metropolitan,38,BachelorsDegree,43,Black,1000
South,Metropolitan,23,HighSchoolDiploma,39,Black,440
West,Metropolitan,22,EleventhGrade,37,White,375
Midwest,Not Metropolitan,59,AssocDegOccupVocat,41,White,865.38
Midwest,Metropolitan,53,HighSchoolDiploma,39,White,600
South,Metropolitan,53,SomeCollegeButNoDegree,40,Black,867.5
Northeast,Not Metropolitan,52,MastersDegree,44,White,1700
Midwest,Metropolitan,29,BachelorsDegree,43,White,1384.61
Northeast,Not Metropolitan,58,BachelorsDegree,43,White,450
West,Metropolitan,27,DoctorateDegree,46,White,1750
Northeast,Metropolitan,47,AssocDegOccupVocat,41,White,1000
South,Metropolitan,51,HighSchoolDiploma,39,White,400
Midwest,Metropolitan,54,BachelorsDegree,43,White,961
Northeast,Metropolitan,32,BachelorsDegree,43,White,769
West,Not Metropolitan,40,NinthGrade,35,White,400
Midwest,Metropolitan,43,BachelorsDegree,43,White,692.3
Midwest,Metropolitan,41,FifthorSixthGrade,33,White,370
Northeast,Metropolitan,51,SomeCollegeButNoDegree,40,White,1480.76
West,Metropolitan,47,NinthGrade,35,White,513
West,Metropolitan,62,AssocDegAcadem,42,White,1153.84
West,Metropolitan,53,ProfSchoolDegree,45,White,2000
South,Metropolitan,36,MastersDegree,44,Black,2884.61
Northeast,Metropolitan,65,BachelorsDegree,43,White,1923.07
Midwest,Not Metropolitan,43,AssocDegAcadem,42,White,650
Midwest,Metropolitan,41,BachelorsDegree,43,White,825
Midwest,Not Metropolitan,44,HighSchoolDiploma,39,White,576.92
West,Metropolitan,38,SomeCollegeButNoDegree,40,White,520
South,Metropolitan,37,HighSchoolDiploma,39,White,826.92
West,Metropolitan,28,BachelorsDegree,43,White,1923
Northeast,Metropolitan,55,MastersDegree,44,White,2083.33
South,Metropolitan,63,HighSchoolDiploma,39,White,800
South,Metropolitan,38,HighSchoolDiploma,39,Black,480
Midwest,Metropolitan,58,MastersDegree,44,White,1538
South,Metropolitan,57,TenthGrade,36,White,900
Northeast,Metropolitan,38,HighSchoolDiploma,39,White,600
Midwest,Not Metropolitan,31,AssocDegAcadem,42,White,1021.25
West,Metropolitan,73,ProfSchoolDegree,45,White,2307.69
